instance,method,goals_visited,path_length,num_points,runtime,valid
instance_011,beam,7,1873.37,9,0.0018,1
instance_012,greedy,4,1667.386,6,0.0003,1
instance_011,local,5,1695.251,7,0.0005,1
instance_012,beam,5,1876.068,7,0.0017,1
instance_012,local,4,1667.386,6,0.0004,1
instance_012,hybrid,4,1667.386,6,0.0003,1
instance_013,greedy,4,1956.922,6,0.0003,1
instance_013,beam,4,1952.053,6,0.0006,1
instance_011,annealing,16,6563.385,18,0.0191,0
instance_012,annealing,17,8374.386,19,0.0196,0
instance_013,local,4,1876.064,6,0.0005,1
instance_013,hybrid,4,1876.064,6,0.0005,1
instance_014,greedy,4,1967.139,6,0.0002,1
instance_014,beam,8,1982.31,10,0.0022,1
instance_014,local,4,1834.335,6,0.0007,1
instance_014,hybrid,4,1834.335,6,0.0006,1
instance_015,greedy,5,1743.973,7,0.0003,1
instance_015,beam,6,1419.072,8,0.0011,1
instance_015,hybrid,5,1743.973,7,0.0004,1
instance_013,annealing,17,9059.811,19,0.0193,0
instance_016,greedy,6,1856.903,8,0.0004,1
instance_015,local,5,1743.973,7,0.0018,1
instance_016,beam,7,1969.743,9,0.0014,1
instance_016,local,6,1846.369,8,0.0007,1
instance_016,hybrid,6,1846.369,8,0.0008,1
instance_014,annealing,17,8576.506,19,0.0223,0
instance_017,greedy,7,1946.423,9,0.0005,1
instance_017,hybrid,7,1720.048,9,0.0017,1
instance_018,greedy,5,1907.544,7,0.0003,1
instance_018,beam,6,1575.494,8,0.0013,1
instance_018,local,5,1852.216,7,0.0007,1
instance_015,annealing,11,5406.957,13,0.0209,0
instance_018,hybrid,5,1852.216,7,0.0007,1
instance_017,local,7,1720.048,9,0.0108,1
instance_017,beam,10,1859.612,12,0.0126,1
instance_019,greedy,5,1688.244,7,0.0003,1
instance_019,local,5,1677.765,7,0.0006,1
instance_019,beam,5,1688.244,7,0.001,1
instance_019,hybrid,5,1677.765,7,0.0006,1
instance_020,greedy,6,1935.699,8,0.0006,1
instance_020,local,6,1935.699,8,0.0008,1
instance_020,beam,6,1717.327,8,0.0066,1
instance_016,annealing,12,5461.611,14,0.0264,0
instance_021,greedy,6,1935.075,8,0.0006,1
instance_021,beam,6,1917.525,8,0.0024,1
instance_020,hybrid,6,1935.699,8,0.0033,1
instance_021,local,6,1863.051,8,0.0009,1
instance_022,greedy,3,1938.802,5,0.0002,1
instance_022,beam,4,1631.891,6,0.0009,1
instance_021,hybrid,6,1863.051,8,0.0021,1
instance_022,local,3,1685.81,5,0.0012,1
instance_018,annealing,11,4557.389,13,0.0273,0
instance_022,hybrid,3,1685.81,5,0.0002,1
instance_023,greedy,3,1701.272,5,0.0003,1
instance_023,local,3,1677.658,5,0.0003,1
instance_023,hybrid,3,1677.658,5,0.0003,1
instance_017,annealing,19,7448.727,21,0.0397,0
instance_023,beam,3,1677.658,5,0.0059,1
instance_024,greedy,6,1971.927,8,0.0006,1
instance_024,local,6,1923.145,8,0.001,1
instance_019,annealing,12,6115.16,14,0.0322,0
instance_022,annealing,10,7198.033,12,0.0228,0
instance_024,beam,6,1921.399,8,0.01,1
instance_020,annealing,16,8285.996,18,0.0377,0
instance_025,greedy,8,1956.24,10,0.0006,1
instance_024,hybrid,6,1923.145,8,0.001,1
instance_025,local,8,1956.24,10,0.0011,1
instance_025,beam,7,1569.451,9,0.0036,1
instance_026,greedy,9,1859.533,11,0.0076,1
instance_025,hybrid,8,1956.24,10,0.0044,1
instance_024,annealing,18,7891.593,20,0.0283,0
instance_026,hybrid,9,1711.69,11,0.0046,1
instance_026,beam,9,1995.688,11,0.0146,1
instance_021,annealing,15,8541.361,17,0.0475,0
instance_027,greedy,6,1497.735,8,0.0012,1
instance_027,hybrid,6,1497.735,8,0.0017,1
instance_023,annealing,12,7469.832,14,0.0371,0
instance_028,greedy,8,1879.138,10,0.002,1
instance_026,local,9,1711.69,11,0.0039,1
instance_028,beam,8,1999.24,10,0.0051,1
instance_028,local,8,1879.138,10,0.0019,1
instance_025,annealing,14,5573.318,16,0.0306,0
instance_029,greedy,8,1977.694,10,0.0009,1
instance_028,hybrid,8,1879.138,10,0.0019,1
instance_027,local,6,1497.735,8,0.0158,1
instance_029,local,8,1968.218,10,0.0018,1
instance_027,beam,11,1992.923,13,0.0217,1
instance_029,beam,8,1879.631,10,0.0081,1
instance_030,greedy,9,1739.452,11,0.002,1
instance_029,hybrid,8,1968.218,10,0.006,1
instance_026,annealing,26,12760.581,28,0.0459,0
instance_030,local,9,1739.452,11,0.0069,1
instance_031,greedy,12,1808.148,14,0.0016,1
instance_030,hybrid,9,1739.452,11,0.0087,1
instance_030,beam,10,1861.349,12,0.017,1
instance_031,beam,13,1918.606,15,0.0098,1
instance_032,greedy,7,1925.258,9,0.0027,1
instance_031,local,12,1673.179,14,0.0169,1
instance_032,beam,9,1906.34,11,0.0121,1
instance_027,annealing,29,14469.915,31,0.0627,0
instance_028,annealing,22,8489.917,24,0.0542,0
instance_032,hybrid,7,1925.258,9,0.0016,1
instance_031,hybrid,12,1673.179,14,0.0262,1
instance_033,greedy,9,1890.086,11,0.0013,1
instance_031,annealing,22,8848.446,24,0.0356,0
instance_032,local,7,1925.258,9,0.0112,1
instance_034,greedy,6,1992.197,8,0.0014,1
instance_033,hybrid,9,1705.961,11,0.0061,1
instance_033,local,9,1705.961,11,0.0119,1
instance_034,beam,8,1694.481,10,0.005,1
instance_034,local,6,1992.197,8,0.0012,1
instance_033,beam,8,1967.985,10,0.0163,1
instance_029,annealing,21,9633.481,23,0.0693,0
instance_030,annealing,34,16322.386,36,0.0655,0
instance_034,hybrid,6,1992.197,8,0.011,1
instance_035,local,9,1954.99,11,0.0021,1
instance_036,greedy,3,869.412,5,0.0001,1
instance_036,beam,8,1799.804,10,0.0008,1
instance_035,hybrid,9,1954.99,11,0.0019,1
instance_036,local,3,857.313,5,0.0002,1
instance_035,greedy,9,1954.99,11,0.0101,1
instance_036,hybrid,3,857.313,5,0.0002,1
instance_037,beam,11,1897.414,13,0.0011,1
instance_037,greedy,11,1924.681,13,0.0009,1
instance_035,beam,11,1968.911,13,0.0165,1
instance_037,local,11,1823.14,13,0.0071,1
instance_036,annealing,8,4658.411,10,0.0218,0
instance_038,greedy,12,1554.486,14,0.0011,1
instance_037,hybrid,11,1823.14,13,0.0058,1
instance_038,beam,12,1484.662,14,0.0042,1
instance_034,annealing,30,17214.228,32,0.0465,0
instance_039,greedy,5,1122.612,7,0.0002,1
instance_032,annealing,25,12656.924,27,0.0707,0
instance_039,beam,5,1082.74,7,0.0008,1
instance_039,local,5,1082.74,7,0.0025,1
instance_038,hybrid,12,1460.668,14,0.0098,1
instance_040,greedy,6,1521.533,8,0.0004,1
instance_038,local,12,1460.668,14,0.0143,1
instance_040,beam,6,1521.533,8,0.0026,1
instance_040,local,6,1498.504,8,0.0009,1
instance_039,hybrid,5,1082.74,7,0.002,1
instance_040,hybrid,6,1498.504,8,0.001,1
instance_037,annealing,11,1924.681,13,0.0375,1
instance_041,greedy,6,1997.188,8,0.0001,1
instance_035,annealing,30,16008.574,32,0.0561,0
instance_041,beam,7,1736.629,9,0.0006,1
instance_041,hybrid,6,1893.954,8,0.0005,1
instance_042,greedy,5,1603.022,7,0.0005,1
instance_042,beam,8,1886.42,10,0.0017,1
instance_041,local,6,1893.954,8,0.0033,1
instance_033,annealing,34,17569.167,36,0.0807,0
instance_042,local,5,1598.72,7,0.0006,1
instance_043,greedy,3,1889.318,5,0.0002,1
instance_042,hybrid,5,1598.72,7,0.0006,1
instance_043,beam,8,1967.799,10,0.0012,1
instance_043,local,3,1876.517,5,0.0003,1
instance_043,hybrid,3,1876.517,5,0.0004,1
instance_044,greedy,7,1593.207,9,0.0009,1
instance_044,beam,9,1997.676,11,0.0063,1
instance_039,annealing,11,2580.982,13,0.0398,0
instance_041,annealing,7,1922.686,9,0.023,1
instance_044,local,7,1356.862,9,0.002,1
instance_045,greedy,11,1926.338,13,0.0006,1
instance_038,annealing,18,6406.697,20,0.0497,0
instance_044,hybrid,7,1356.862,9,0.0017,1
instance_040,annealing,15,5450.927,17,0.0388,0
instance_046,greedy,9,1971.029,11,0.0013,1
instance_045,beam,11,1889.068,13,0.0074,1
instance_046,beam,10,1972.112,12,0.0052,1
instance_042,annealing,14,5478.362,16,0.035,0
instance_046,local,9,1949.523,11,0.0024,1
instance_046,hybrid,9,1949.523,11,0.0024,1
instance_045,hybrid,11,1880.744,13,0.0142,1
instance_047,greedy,8,1053.373,10,0.0007,1
instance_045,local,11,1880.744,13,0.0176,1
instance_043,annealing,12,3886.955,14,0.0361,0
instance_047,beam,9,1967.454,11,0.0028,1
instance_047,hybrid,8,1006.947,10,0.0022,1
instance_048,greedy,6,1991.687,8,0.0045,1
instance_047,local,8,1006.947,10,0.0018,1
instance_048,local,6,1991.687,8,0.0011,1
instance_048,beam,10,1979.022,12,0.0097,1
instance_048,hybrid,6,1991.687,8,0.0011,1
instance_049,beam,8,1745.608,10,0.0041,1
instance_049,greedy,7,1732.504,9,0.0093,1
instance_044,annealing,28,9650.577,30,0.0569,0
instance_050,greedy,4,1136.627,6,0.0025,1
instance_045,annealing,19,5849.279,21,0.052,0
instance_050,beam,4,1136.627,6,0.001,1
instance_049,hybrid,7,1594.404,9,0.0064,1
instance_050,local,4,1121.72,6,0.0004,1
instance_051,greedy,4,1742.371,6,0.0004,1
instance_050,hybrid,4,1121.72,6,0.0006,1
instance_051,beam,9,1920.856,11,0.0018,1
instance_051,local,4,1730.003,6,0.0004,1
instance_049,local,7,1594.404,9,0.0145,1
instance_051,hybrid,4,1730.003,6,0.0007,1
instance_052,greedy,5,1981.523,7,0.0008,1
instance_047,annealing,20,5689.981,22,0.0449,0
instance_052,beam,7,1963.797,9,0.002,1
instance_052,local,5,1664.924,7,0.0007,1
instance_052,hybrid,5,1664.924,7,0.0007,1
instance_053,greedy,14,1983.005,16,0.0008,1
instance_046,annealing,27,7874.508,29,0.0633,0
instance_053,local,14,1983.005,16,0.0039,1
instance_048,annealing,24,7238.561,26,0.0499,0
instance_050,annealing,14,5953.168,16,0.0265,0
instance_054,greedy,7,1991.428,9,0.0004,1
instance_051,annealing,14,4844.25,16,0.0263,0
instance_054,beam,7,1906.949,9,0.0018,1
instance_054,hybrid,7,1903.976,9,0.0015,1
instance_054,local,7,1903.976,9,0.0018,1
instance_055,greedy,10,1721.493,12,0.0005,1
instance_053,hybrid,14,1983.005,16,0.0129,1
instance_055,beam,13,1972.981,15,0.0022,1
instance_053,beam,16,1972.292,18,0.0198,1
instance_055,local,10,1720.207,12,0.0025,1
instance_049,annealing,26,10181.312,28,0.0496,0
instance_055,hybrid,10,1720.207,12,0.0039,1
instance_056,greedy,11,1917.718,13,0.0005,1
instance_052,annealing,13,3732.543,15,0.034,0
instance_057,greedy,5,1972.912,7,0.0002,1
instance_056,beam,11,1917.718,13,0.0022,1
instance_056,local,11,1676.155,13,0.0053,1
instance_057,beam,10,1996.397,12,0.0011,1
instance_057,hybrid,5,1972.912,7,0.0006,1
instance_057,local,5,1972.912,7,0.0008,1
instance_056,hybrid,11,1676.155,13,0.0048,1
instance_058,greedy,14,1987.61,16,0.0022,1
instance_058,beam,15,1998.34,17,0.0155,1
instance_056,annealing,14,3027.542,16,0.0259,0
instance_055,annealing,14,2734.393,16,0.0336,0
instance_053,annealing,18,2926.381,20,0.0526,0
instance_059,greedy,6,1970.214,8,0.0011,1
instance_058,local,14,1897.805,16,0.0107,1
instance_054,annealing,19,5552.002,21,0.0398,0
instance_060,greedy,11,1819.632,13,0.0005,1
instance_057,annealing,10,4537.818,12,0.0277,0
instance_059,beam,11,1919.336,13,0.007,1
instance_060,beam,11,1802.727,13,0.0025,1
instance_058,hybrid,14,1897.805,16,0.0129,1
instance_059,local,6,1652.599,8,0.01,1
instance_059,hybrid,6,1652.599,8,0.0083,1
instance_060,local,11,1740.481,13,0.0075,1
instance_061,beam,11,1939.082,13,0.0054,1
instance_061,greedy,11,1939.082,13,0.0028,1
instance_061,local,11,1939.082,13,0.0053,1
instance_060,hybrid,11,1740.481,13,0.0122,1
instance_062,greedy,8,1943.417,10,0.0009,1
instance_061,hybrid,11,1939.082,13,0.0024,1
instance_062,beam,9,1896.353,11,0.0029,1
instance_062,local,8,1943.417,10,0.0015,1
instance_062,hybrid,8,1943.417,10,0.0012,1
instance_063,greedy,3,1928.173,5,0.0014,1
instance_063,local,3,1867.615,5,0.0006,1
instance_063,beam,6,1966.397,8,0.0036,1
instance_063,hybrid,3,1867.615,5,0.0006,1
instance_064,greedy,2,1508.103,4,0.0001,1
instance_064,beam,2,1498.746,4,0.0003,1
instance_064,local,2,1508.103,4,0.0001,1
instance_064,hybrid,2,1508.103,4,0.0001,1
instance_065,greedy,2,1610.509,4,0.0001,1
instance_065,beam,2,1610.509,4,0.0002,1
instance_060,annealing,16,3731.473,18,0.0377,0
instance_065,local,2,1610.509,4,0.0001,1
instance_065,hybrid,2,1610.509,4,0.0001,1
instance_066,greedy,2,1646.276,4,0.0001,1
instance_066,beam,2,1317.6,4,0.0003,1
instance_064,annealing,6,5141.958,8,0.0226,0
instance_066,local,2,1646.276,4,0.0001,1
instance_066,hybrid,2,1646.276,4,0.0001,1
instance_067,greedy,2,1398.75,4,0.0001,1
instance_065,annealing,5,4884.782,7,0.0192,0
instance_067,beam,3,1964.738,5,0.0023,1
instance_067,local,2,1398.75,4,0.0002,1
instance_067,hybrid,2,1398.75,4,0.0003,1
instance_068,greedy,2,1625.754,4,0.0001,1
instance_059,annealing,36,13265.25,38,0.058,0
instance_068,beam,3,1921.175,5,0.0005,1
instance_068,local,2,1625.754,4,0.0002,1
instance_068,hybrid,2,1625.754,4,0.0001,1
instance_069,greedy,12,1976.09,14,0.0012,1
instance_058,annealing,36,8716.58,38,0.0757,0
instance_061,annealing,25,8200.586,27,0.0556,0
instance_069,beam,11,1694.357,13,0.0064,1
instance_066,annealing,5,3424.402,7,0.0173,0
instance_070,greedy,7,1956.243,9,0.0007,1
instance_069,local,12,1866.349,14,0.0062,1
instance_070,beam,13,1990.129,15,0.0039,1
instance_069,hybrid,12,1866.349,14,0.0067,1
instance_062,annealing,25,6613.621,27,0.0554,0
instance_071,greedy,0,737.599,2,0.0001,1
instance_070,hybrid,7,1925.761,9,0.0041,1
instance_068,annealing,8,6594.756,10,0.0229,0
instance_071,annealing,0,0.0,0,0.0002,0
instance_071,local,0,737.599,2,0.0001,1
instance_070,local,7,1925.761,9,0.0039,1
instance_071,hybrid,0,737.599,2,0.0001,1
instance_067,annealing,10,7026.072,12,0.0306,0
instance_071,beam,17,1955.627,19,0.0101,1
instance_072,greedy,3,1975.011,5,0.0003,1
instance_072,beam,4,1966.777,6,0.0007,1
instance_072,local,3,1940.221,5,0.0004,1
instance_072,hybrid,3,1940.221,5,0.0004,1
instance_073,greedy,5,1997.3,7,0.0006,1
instance_063,annealing,36,9405.072,38,0.0676,0
instance_073,local,5,1997.3,7,0.0011,1
instance_074,greedy,1,1986.575,3,0.0003,1
instance_073,hybrid,5,1997.3,7,0.0008,1
instance_074,local,1,1986.575,3,0.0003,1
instance_074,beam,1,1986.575,3,0.0023,1
instance_074,hybrid,1,1986.575,3,0.0003,1
instance_075,greedy,4,1924.527,6,0.0001,1
instance_075,beam,5,1943.093,7,0.0006,1
instance_075,local,4,1924.527,6,0.0002,1
instance_075,hybrid,4,1924.527,6,0.0002,1
instance_076,greedy,4,1896.702,6,0.0001,1
instance_073,beam,17,1939.486,19,0.0137,1
instance_069,annealing,24,4797.242,26,0.045,0
instance_076,beam,6,1662.911,8,0.0007,1
instance_076,local,4,1896.702,6,0.0014,1
instance_076,hybrid,4,1896.702,6,0.0003,1
instance_077,greedy,4,1691.501,6,0.0004,1
instance_077,beam,4,1691.501,6,0.0006,1
instance_077,local,4,1691.501,6,0.0003,1
instance_077,hybrid,4,1691.501,6,0.0003,1
instance_078,greedy,3,1825.741,5,0.0001,1
instance_078,beam,4,1824.4,6,0.0005,1
instance_070,annealing,22,4594.265,24,0.0474,0
instance_078,local,3,1825.741,5,0.0004,1
instance_075,annealing,7,3487.204,9,0.021,0
instance_072,annealing,15,3576.261,17,0.0331,0
instance_079,greedy,4,1936.232,6,0.0001,1
instance_079,beam,4,1936.232,6,0.0004,1
instance_079,local,4,1936.232,6,0.0003,1
instance_078,hybrid,3,1825.741,5,0.0008,1
instance_080,greedy,6,1977.925,8,0.0002,1
instance_080,beam,6,1829.754,8,0.0008,1
instance_079,hybrid,4,1936.232,6,0.0053,1
instance_080,local,6,1977.925,8,0.0013,1
instance_080,hybrid,6,1977.925,8,0.0005,1
instance_081,greedy,4,1871.615,6,0.0002,1
instance_081,beam,5,1996.747,7,0.0008,1
instance_077,annealing,9,5262.972,11,0.0234,0
instance_078,annealing,8,5056.68,10,0.0191,0
instance_081,hybrid,4,1693.737,6,0.0004,1
instance_081,local,4,1693.737,6,0.0005,1
instance_076,annealing,9,4229.874,11,0.0289,0
instance_082,beam,4,1921.539,6,0.0023,1
instance_082,local,4,1921.539,6,0.0007,1
instance_073,annealing,21,4569.53,23,0.049,0
instance_082,greedy,4,1921.539,6,0.0001,1
instance_082,hybrid,4,1921.539,6,0.0002,1
instance_083,beam,1,1918.791,3,0.0001,1
instance_083,local,0,955.96,2,0.0001,1
instance_083,hybrid,0,955.96,2,0.0,1
instance_084,greedy,3,1990.227,5,0.0001,1
instance_084,beam,6,1915.505,8,0.0006,1
instance_083,greedy,0,955.96,2,0.0,1
instance_079,annealing,8,4288.202,10,0.0217,0
instance_084,local,3,1973.665,5,0.0002,1
instance_084,hybrid,3,1973.665,5,0.0001,1
instance_085,greedy,8,1843.908,10,0.0002,1
instance_085,beam,8,1843.908,10,0.0011,1
instance_085,local,8,1839.095,10,0.0014,1
instance_085,hybrid,8,1839.095,10,0.0013,1
instance_086,greedy,1,1980.553,3,0.0001,1
instance_086,beam,6,1909.409,8,0.0009,1
instance_082,annealing,6,4188.821,8,0.0162,0
instance_086,local,1,1980.553,3,0.0001,1
instance_086,hybrid,1,1980.553,3,0.0001,1
instance_087,greedy,0,357.61,2,0.0001,1
instance_087,beam,0,357.61,2,0.0001,1
instance_087,annealing,0,0.0,0,0.0002,0
instance_087,local,0,357.61,2,0.0001,1
instance_087,hybrid,0,357.61,2,0.0001,1
instance_088,greedy,4,1855.366,6,0.0002,1
instance_081,annealing,12,5428.26,14,0.0222,0
instance_088,beam,5,1977.341,7,0.0008,1
instance_074,annealing,25,4674.528,27,0.0543,0
instance_083,annealing,7,2853.235,9,0.021,0
instance_088,local,4,1855.366,6,0.0003,1
instance_088,hybrid,4,1855.366,6,0.0004,1
instance_089,greedy,1,1795.38,3,0.0001,1
instance_089,beam,4,1863.935,6,0.0006,1
instance_089,local,1,1795.38,3,0.0001,1
instance_089,hybrid,1,1795.38,3,0.0001,1
instance_090,greedy,8,1957.861,10,0.0005,1
instance_084,annealing,7,2582.278,9,0.0241,0
instance_090,local,8,1926.934,10,0.0014,1
instance_090,beam,8,1609.461,10,0.0022,1
instance_091,greedy,2,1957.093,4,0.0002,1
instance_090,hybrid,8,1926.934,10,0.0014,1
instance_080,annealing,10,5012.322,12,0.0379,0
instance_085,annealing,11,2251.269,13,0.0224,0
instance_091,beam,8,1993.098,10,0.0032,1
instance_091,local,2,1957.093,4,0.0002,1
instance_091,hybrid,2,1957.093,4,0.0002,1
instance_092,greedy,1,1759.95,3,0.0001,1
instance_092,annealing,0,0.0,0,0.0002,0
instance_092,beam,3,1999.866,5,0.0004,1
instance_092,local,1,1759.95,3,0.0001,1
instance_092,hybrid,1,1759.95,3,0.0001,1
instance_093,greedy,11,1817.515,13,0.0008,1
instance_086,annealing,11,2925.118,13,0.0259,0
instance_093,beam,11,1817.515,13,0.0066,1
instance_094,greedy,9,1987.666,11,0.0004,1
instance_093,local,11,1817.515,13,0.0074,1
instance_093,hybrid,11,1817.515,13,0.0047,1
instance_094,local,9,1987.666,11,0.0013,1
instance_089,annealing,10,4459.63,12,0.0256,0
instance_095,greedy,4,1910.202,6,0.0003,1
instance_094,hybrid,9,1987.666,11,0.0013,1
instance_094,beam,9,1987.666,11,0.0068,1
instance_095,local,4,1910.202,6,0.0004,1
instance_095,hybrid,4,1910.202,6,0.0004,1
instance_095,beam,10,1999.214,12,0.0018,1
instance_096,greedy,10,1965.026,12,0.0005,1
instance_096,beam,11,1937.753,13,0.0022,1
instance_088,annealing,14,4097.391,16,0.0368,0
instance_096,local,10,1738.383,12,0.0055,1
instance_097,greedy,7,1359.779,9,0.0002,1
instance_097,beam,6,1087.824,8,0.0006,1
instance_096,hybrid,10,1738.383,12,0.0036,1
instance_097,local,7,1359.779,9,0.0004,1
instance_097,hybrid,7,1359.779,9,0.0051,1
instance_098,greedy,6,715.592,8,0.0001,1
instance_098,beam,6,715.592,8,0.0003,1
instance_091,annealing,12,5630.228,14,0.045,0
instance_098,local,6,715.592,8,0.0005,1
instance_093,annealing,18,4555.22,20,0.0415,0
instance_098,hybrid,6,715.592,8,0.0003,1
instance_099,greedy,0,1796.051,2,0.0,1
instance_099,beam,0,1796.051,2,0.0001,1
instance_099,local,0,1796.051,2,0.0,1
instance_097,annealing,7,1359.779,9,0.0184,1
instance_099,hybrid,0,1796.051,2,0.0001,1
instance_100,greedy,0,1895.046,2,0.0,1
instance_100,beam,0,1895.046,2,0.0,1
instance_100,annealing,0,0.0,0,0.0001,0
instance_100,local,0,1895.046,2,0.0,1
instance_096,annealing,14,3506.829,16,0.0304,0
instance_100,hybrid,0,1895.046,2,0.0,1
instance_090,annealing,12,3183.963,14,0.0551,0
instance_095,annealing,13,4770.839,15,0.0349,0
instance_094,annealing,13,4188.334,15,0.0419,0
instance_098,annealing,6,715.592,8,0.0225,1
instance_099,annealing,9,5036.771,11,0.0181,0
